InteractorA,InteractorB,Label
Q16659,P08581,0
P42566,P78545,1
Q15287,O60508,1
Q9HCK4,Q8ND90,0
P23142,Q99961,0
P23508,Q8NEF9,0
Q9BZR9,Q8IYP9,0
P56537,Q9UQ80,1
Q9NWB7,P68402,0
Q9NZ52,P61758,0
P36406,Q9BWT7,0
O48946,P43286,1
O95429,Q9HAQ2,0
Q99616,Q9NUT2,0
Q93ZB7,Q94BN0,1
P68366,Q03405,0
P51419,Q9SIP7,1
P13686,Q9UQ90,0
Q9LUB7,Q84TI3,1
Q15287,P61011,1
O95907,P07305,0
O94772,P05408,0
Q9NRI5,Q9UHB9,1
Q9BWH6,Q8WVV9,0
P13693,Q12934,0
P08708,Q3KP44,0
P62191,A9UHW6,1
Q14258,Q99675,0
Q96FK6,P17600,0
Q9C0E8,P11274,0
Q676U5,Q8WUA4,0
Q9C9L2,Q9LQT8,1
Q6IQ23,O15357,0
Q12772,Q9GZW8,0
Q6IAM1,Q15119,0
Q9SKB2,Q8GXV7,1
O43676,Q92963,0
Q9H5N1,Q96T76,0
Q969H0,P98175,1
P10636,O95218,1
Q9BYN0,Q9P2R3,0
Q86UL8,P54105,0
P21246,P32942,0
Q9P244,Q9Y6Y0,0
P49368,P11309,0
P53355,P07948,0
Q86XM6,Q9UKC9,0
Q38922,Q94BY6,1
Q8WXE9,Q00341,0
P61978,Q66GS9,0
P10916,P51948,0
Q9BWF3,Q9BY44,1
P35631,P35632,1
P33992,P43243,1
Q14152,P36957,0
Q39140,Q9SGP6,1
Q13547,P42025,0
C0LGW2,Q9C8J8,1
O14727,Q13242,0
Q9BYM8,Q8NFZ5,1
Q9H204,P26378,1
O14862,Q06587,1
Q99741,Q01081,0
Q93Y07,Q940H6,1
Q92769,Q9UBL6,0
O23310,Q4PSE2,1
P04406,Q15345,0
Q13596,P31948,0
Q12849,Q14687,1
Q9BUJ2,Q14061,0
Q9LUR4,Q84WN3,1
O43504,O60262,0
Q96ST3,P40763,1
O15169,Q9Y6V7,0
Q99623,Q9UNE7,0
Q9Y297,Q9Y5N6,0
P14866,P84077,0
Q969G3,P14866,0
Q4V328,O15527,0
P46379,P42568,0
Q969X5,Q9HAD4,1
Q676U5,Q9H4E7,1
Q92630,Q9NYZ3,1
Q94F58,Q9FLW0,1
Q86XP3,Q15528,1
Q5T2W1,Q16543,1
Q9M1X4,Q9FGY4,1
Q4G0J3,O43795,1
Q92481,O75665,0
Q9H4L7,Q13618,0
P61201,P60228,1
Q14139,P62314,0
O95900,Q96AJ1,0
P57078,Q13188,1
O75069,O95084,0
Q9Y237,P20042,0
P46668,O22286,1
Q9H840,O14787,0
P01023,Q00536,0
Q8TC92,Q9Y4R8,0
Q9LU64,Q9S7W5,1
Q9NRL3,Q86TW2,0
P68366,Q15005,0
Q8S3F1,Q9XI07,1
Q9LXG0,Q9SEZ1,1
Q9P0U0,Q99759,0
P60660,P20366,0
O00560,Q06546,0
Q6I9S2,Q9NPH0,0
P35250,Q3B820,0
P06733,P61421,0
Q96MY7,O95238,1
P60174,P08559,0
Q14258,Q9UPZ3,1
P11362,Q92597,0
Q9NRI5,Q86V81,1
Q9XFM0,Q9M7Q4,1
Q9FFL3,Q9XI07,1
Q3KP44,Q86YT6,1
Q84JP1,Q9FGP7,1
O00151,Q969Z0,0
Q9BWH2,P28340,0
Q15029,Q9UBN7,1
Q9UBU8,Q8TAF3,0
O60238,P23246,0
A1L390,P33992,0
Q12824,P62328,0
Q15020,O95478,1
Q9H8V3,Q9UKV3,1
Q7Z6J6,Q9BVJ7,0
Q9BZR9,Q96PM5,1
Q4G0J3,P61978,1
Q9NX08,Q8IX85,0
P19793,Q9BVJ7,0
Q9Y3B3,Q9H2G9,1
Q9M817,Q9M173,1
Q9Y6M9,Q9UII2,0
P25205,P14866,0
Q9NZQ3,Q96HW7,0
Q9BXY8,O43463,0
P49736,Q5JTH9,0
Q8GX77,Q96299,1
Q16512,P07196,1
Q8TB24,P68400,1
Q9UQF2,Q9NX58,0
Q9BZV1,Q04323,1
Q8N129,P13798,0
Q9UJC3,Q8TC44,0
Q9LVG2,Q94AI7,1
Q9Y3M2,Q5VWQ8,1
P52815,O43482,0
O80338,F4K5X6,1
P41279,Q96PK6,0
Q9Y383,Q9UQ53,0
Q14194,P07108,0
P23588,P62826,0
Q9NPF4,Q13617,1
P52757,P29590,0
O43281,P24666,0
Q96GD3,Q7RU07,0
P04629,Q8N684,1
P56945,P25789,0
Q39026,Q52QU2,1
Q9FH80,O80831,1
Q8IVW4,Q9UM13,0
P13196,P98170,0
Q9Y296,P26885,0
Q92974,O60716,0
Q08379,O43765,0
Q9BZV1,Q92878,1
Q9LZW2,P46639,1
Q13835,P36776,0
Q7Z6J6,O60543,0
P02792,Q9UH03,0
Q9H213,A5PKW4,0
Q9LUV2,Q9SID2,1
O75427,Q8NDZ2,0
Q8NFZ5,P78545,0
O75558,Q86Z20,1
P49691,P59230,1
Q5TCZ1,Q8IYX8,0
Q9HCE9,Q99417,0
P12956,Q13765,0
O80345,Q9FNY2,1
Q14498,O43752,0
Q96K80,Q8N9T8,1
Q39237,Q8GW75,1
A4D1P6,Q14147,0
O14576,Q9UJW0,1
P07602,O95182,0
Q15029,Q8TF76,0
Q02978,P20264,0
Q9S744,P93050,1
Q9Y2K2,P35606,1
Q9P2W9,O75569,0
Q86UY6,Q05682,1
Q14258,P06576,0
Q9BYD3,Q15155,0
P61421,Q14152,1
Q39128,Q84VQ1,1
Q9LQZ5,Q9C9L2,1
Q9Y6H1,Q9UNF0,1
O43252,Q96RR1,0
Q9BXG8,Q9Y4J8,1
Q16881,P84077,0
Q9LXT3,Q84JU4,1
O81826,Q9LJB7,1
Q9H171,Q96JN2,0
P49736,Q99627,0
Q8WW34,Q9BW66,0
O14732,Q3B820,0
O80796,Q24JJ9,1
P60900,P25788,1
Q969R8,Q9Y6H5,0
Q9Y2V7,Q8TDR0,1
P49736,Q9BYR7,1
O14976,Q12849,0
O43809,P18754,1
Q9Y6K9,P04843,1
P45973,P78362,1
Q9SHI7,Q94AU2,1
Q9FKG2,Q8L500,1
Q15025,Q5HYK7,0
O43684,Q9NQ48,1
O75791,P00540,1
P98082,Q9H6I2,0
Q9P0K7,Q9UER7,0
P58340,Q9Y572,0
Q93ZL5,Q9FE22,1
Q5HYK7,P10636,0
Q9FH95,Q93W88,1
Q8RY89,Q1EC66,1
Q9Y250,Q8TD31,1
Q9NRC1,Q6Q0C0,0
Q8RXU5,Q9C9C5,1
Q9H8H0,Q6PD74,0
Q86UW9,Q2TAC2,1
Q9P2B4,Q13188,1
A5PKW4,Q8NA92,0
P48578,Q07100,1
Q7L4S7,Q9NQW6,0
P00533,Q9Y2Z9,0
Q9SZG0,Q9M021,1
Q16512,O75477,0
P10797,Q93V99,1
Q9HA65,Q99759,0
O43752,Q96QF0,0
Q8IYB1,Q9NRI5,0
Q9FZ95,Q9FE59,1
O14964,Q16513,0
Q96TC7,P14866,0
Q96MY7,P78318,0
Q7L2H7,P63162,0
Q9LSP7,Q8VYI1,1
Q8W4J2,Q9S7H5,1
Q9SCM3,P49204,1
Q13501,Q86Y07,0
Q15836,Q8N8Q3,0
O14777,Q49A88,1
Q8IUH5,Q8IY31,1
Q8LPJ7,Q42340,1
Q9LUV4,Q8GXD9,1
O43390,Q9Y5K6,1
P24100,Q8LG64,1
Q96GG9,Q16543,0
Q8LE98,Q1EC66,1
O43353,O75477,1
Q9SGA6,Q9FLF0,1
Q9Y297,Q6ZV73,0
Q9UF11,Q9NQB0,1
O15357,Q7Z434,0
Q502X0,Q9BUT9,0
Q86VP1,Q9C0F1,0
O43719,Q07666,0
O95704,P61201,1
P10721,O14544,1
Q9BVJ6,Q9P0W2,0
Q9BQD3,Q9BQS8,1
P50402,Q15287,0
P35998,O95989,0
P01111,Q5VU21,0
Q8LC79,Q9C9L2,1
O80929,Q4PSL7,1
P63165,Q92956,0
O75146,P56537,0
Q9BUJ2,Q7RU07,0
Q9BRK4,Q63ZY3,1
P54257,Q16512,1
Q8N488,P40763,0
Q15464,P46108,1
P51149,Q99623,1
O04567,Q42371,1
P63208,Q96B02,1
Q6T4P5,Q6IBS0,0
Q02790,Q9NS91,0
Q9UKG1,Q6ZWJ1,0
O95235,Q96QZ7,0
Q13432,P60484,0
P19256,Q8IYT8,0
Q8IZL8,P62913,1
Q96DX7,Q9UI36,1
Q96G25,Q12800,0
Q7Z699,O00560,1
Q9UEU0,Q9UH62,0
Q9Y275,O96019,0
Q96A37,Q13825,0
P09496,Q5TCZ1,0
Q9H0R3,Q9Y5V3,0
Q9NX08,P23508,0
P61201,Q13617,1
P55072,Q9UBB6,1
Q9LT89,Q8S8E3,1
Q8N3L3,Q7Z2W4,0
Q15427,P49840,0
Q96EP1,Q9Y483,0
Q9H672,Q5TCZ1,0
O43809,P54105,1
Q6IQ23,Q32MZ4,0
P46286,Q9ZQZ8,1
Q38829,Q38824,1
Q8WXW3,Q6NXE6,0
Q9NPJ6,Q14258,1
O95235,P07910,1
Q9HC98,Q96JN2,1
Q86TW2,Q9BQG0,0
Q8NFZ5,O95429,1
Q8N488,Q9NQW6,0
Q8RXX5,Q9SZD4,1
Q96E11,O43683,0
Q99615,Q8WVD3,0
P25786,Q9ULH1,0
Q15907,O60239,1
Q9LIG2,Q8LPS5,1
Q07866,Q96JB5,0
Q9SV55,O04197,1
Q16288,P61421,0
Q96JH8,P08581,0
P60033,P25786,0
P14091,Q9BYD2,0
P61964,O00257,0
Q9Y6E0,Q99436,1
Q52M75,P22314,1
Q7Z695,P07948,1
P52815,P63220,0
P51572,P49257,1
O60341,Q8N6K7,1
Q8WUA4,Q9Y333,0
Q15102,Q14061,0
O75400,Q9UNP9,1
Q01081,P07332,0
P56181,P02794,0
Q9BT17,Q9Y3D9,1
P11309,Q8N8Q3,0
Q66GS9,Q9H1E3,0
Q9Y383,O43390,1
P63261,P55212,0
Q92834,Q7Z628,0
P56749,P84077,0
O60518,Q9C0E8,1
Q9H000,P51116,0
Q15029,Q12965,1
P57723,Q8WYA0,0
P46937,Q9NVX0,0
Q8N465,Q5XPI4,1
O00559,P12036,0
Q13618,Q9BYN8,1
Q9SYX2,Q84V03,1
O82277,P0C7Q8,1
Q15038,Q969X5,0
Q14498,O75934,1
Q9UII4,Q14181,1
O80366,Q9ZNV9,1
P61247,Q9GZU0,0
Q9SZU7,Q9LNT9,1
Q96PK6,P62316,1
P52815,Q16832,0
O60341,Q9NS87,1
P02792,Q5T8Z1,0
P36957,O95503,0
P51693,P28290,0
Q9H773,O95897,0
P07900,Q09019,0
Q9HBG6,P60033,0
Q8IUI8,Q8WVB6,0
Q9LTH4,Q9FYG7,1
Q9C774,Q8VWK0,1
Q9NSP4,P27144,1
P02545,O75787,1
O81057,Q1PEU9,1
Q92782,Q13424,0
Q9SF35,P16181,1
Q96BY9,Q93033,0
Q9LZH9,Q42064,1
Q86XL3,Q9H4E7,0
Q13137,P35052,1
Q14142,Q14677,1
P20963,P55072,1
Q9C835,Q94AU2,1
Q9NQB0,P14373,1
Q9C9L2,Q9ZWS9,1
Q8WV16,Q96JK2,1
Q940B0,Q43291,1
Q9H8U3,O14717,0
Q9Y4P8,P18206,0
P48002,Q9SIW1,1
Q969G6,Q8IXK0,0
Q9UBE0,Q3ZCQ8,1
Q99959,P09619,1
O60671,Q8N159,0
Q9BZG8,Q13625,0
Q9NYM9,Q6ZR37,0
Q96E11,Q15758,0
P57075,Q9BRK4,1
Q15038,Q96KP6,1
P05023,Q9NQC3,0
Q9BUL8,Q14BN4,1
O75678,Q13627,1
Q8WVB6,O15360,1
Q9LMK0,O65569,1
P08621,Q3MHD2,1
P68400,P22061,0
P02766,Q86TM6,1
Q15393,Q14687,0
Q8GYA6,Q7DLS1,1
Q13838,P16152,0
Q944J0,Q9ZPS7,1
Q0P6H9,Q8IVM0,0
O60884,Q9H8M9,0
Q8L9S0,Q9M8W7,1
P62316,O75410,0
Q9H063,Q6IB77,0
P11574,O23654,1
Q16082,P25705,1
Q14498,P60900,1
P36578,Q86XS8,0
Q39043,Q9FMH6,1
O75530,P62318,1
Q8L9S0,Q9FHH5,1
O49686,P49597,1
Q9BZV1,Q8WVB6,1
Q14527,P61978,0
Q9FKW6,Q96291,1
Q9UGI0,P04629,0
Q16630,P26368,1
P24394,O95989,0
O94874,P34947,0
Q94AW5,O49743,1
O75771,O43399,0
Q16659,Q7Z5K2,1
P34947,P46459,0
P27323,Q9SUT5,1
Q8RXU5,P60040,1
P61978,Q13393,0
Q9HBG6,P49757,0
Q9Y383,Q9UHF5,0
Q9UGJ1,Q8TES7,1
Q9BT17,P46199,1
P07948,P55209,1
O04905,Q94F58,1
Q9LQR8,Q9SEI4,1
O75400,P52757,0
P24539,Q96AQ6,1
P55072,Q9GZT3,1
Q86US8,Q9NUJ1,0
P61956,Q16881,0
P48443,Q9GZW8,0
Q7Z6L0,Q03405,0
Q96R06,P52926,0
Q13885,O75208,0
P21246,P05090,0
Q9C835,O48947,1
Q9UJY4,Q08379,1
Q9NRI5,O14862,0
Q9P0L0,Q9BZF3,1
Q9Y6K9,Q9UHD8,1
P29762,Q9Y3F4,0
O23210,Q9LQ28,1
P62826,Q9HBA0,1
Q9Y5U2,Q9NW82,1
Q9HCE7,O43678,0
P11274,Q05086,0
Q9NXL9,P04264,0
Q02241,Q14244,0
O95630,Q9H3H3,0
Q8IZ48,Q9Y6Y0,0
Q9BX63,Q9UBN7,1
Q8TCT1,O75083,0
Q8N8Q3,Q9Y5V3,0
Q8WYH8,Q15645,0
Q92466,P50402,1
P32969,Q9GZN7,0
Q5TC12,Q86UY6,0
Q6IAN0,P32942,0
Q9FNA2,O82741,1
Q9Y6D9,P24539,0
P05413,P63272,0
Q969H0,P58340,0
Q7Z699,Q13148,0
P49366,Q9H0X6,0
Q13627,P49418,1
P06213,O14776,1
Q96K37,Q8NA92,0
Q9C562,O81445,1
Q93091,P63162,0
Q9H8M9,O14737,0
Q92797,Q9NQB0,0
P62318,O14832,0
Q9FDZ9,Q9LK09,1
Q96MT8,Q8IY31,0
P24539,P08621,0
P04629,Q9Y5Q9,1
Q9FLI3,Q9M7Q3,1
Q92630,Q9HD33,1
O80365,Q8L9T7,1
P49354,Q86T90,0
O60826,Q96MY7,0
P30281,Q96D98,0
Q93Z00,P35631,1
Q9BZR9,Q13148,1
P04629,P62826,1
Q68CZ1,Q9NUQ6,1
Q96AX1,Q96ST8,1
Q96DI7,Q9H095,0
Q9BYD3,Q16543,0
Q9P107,O43663,0
P51617,P09874,0
P30566,Q13228,1
P50402,Q6P3W7,0
P55884,P60228,1
Q14289,P10636,1
Q2HIM5,Q9XIM7,1
P42645,Q9FYE1,1
Q9SYH1,P92958,1
Q05466,Q8L9Y3,1
Q13976,P31948,0
Q86XR8,Q9BQ67,1
Q969G3,O43482,1
Q969R8,Q8NA92,0
P30622,P62995,0
Q9H4P4,P46108,1
Q676U5,Q92963,0
P58546,P19525,0
Q94A43,Q9SIM9,1
Q8WVV9,Q99471,0
Q9NRD5,Q9Y223,0
O14907,Q9BZV1,0
Q7Z434,Q9Y228,1
Q9Y6M1,Q8TBB1,0
Q13148,Q8NDZ2,0
Q17RB8,Q9UPQ4,1
O15530,Q9Y345,0
Q9UHX1,P42568,0
Q03393,Q96M11,0
Q9UIA9,Q08116,0
Q9FN37,P19456,1
Q96JB3,Q99496,0
Q9LSP7,C0LGL9,1
P53355,Q9NRD5,0
Q9H4B6,Q14671,1
Q9SZU7,Q94AW8,1
Q14596,P12956,0
P04629,Q9Y2W2,1
Q9ZWA2,Q9XI07,1
Q9C0F1,P12956,0
Q9FME8,P43286,1
Q9HCE1,Q9BYN0,0
Q969X5,Q8IXT5,0
Q4G0J3,Q5TCY1,0
O15294,Q8N5M1,0
Q9BYN8,Q9Y2R5,1
Q5XPI4,Q9UNM6,0
Q8TCJ0,P35568,1
Q9NX47,Q13596,0
Q6IQ23,O76094,0
P43405,P21860,1
Q8WZA0,Q8IY31,0
P49040,Q9ZPH2,1
P02766,Q99873,0
P60900,O00231,1
Q86VM9,Q86Y82,0
P40429,Q9Y3A3,0
Q05519,Q8WXA9,1
Q16659,P49418,1
Q08682,Q9FYE1,1
P55209,Q9ULW0,1
Q38822,Q9LRZ0,1
Q9C9N5,Q94AG2,1
Q9P289,O95149,0
Q92769,Q9BQ67,0
P68400,P11274,1
Q7L5D6,P12236,0
Q6ZRI8,P04843,1
Q6P1J9,Q12800,0
O75312,O15525,0
Q92615,O94874,0
Q05469,P28328,0
P14678,Q8N488,0
P01111,Q86XS8,0
Q8IZ40,Q99759,0
Q9SKW5,Q0WNR2,1
A8MTZ0,Q96EP0,0
Q9NQL2,Q8N122,1
Q9ZVC9,Q84JP1,1
P61006,Q9UGY1,0
Q680D9,Q38845,1
Q9LSE2,Q680Q4,1
P07602,Q9NX09,0
Q01844,Q16836,0
P56762,Q9MA50,1
O75530,Q7Z5B4,0
Q9Y237,Q05682,0
Q92541,Q8TEW0,0
P04629,Q86WJ1,1
P54252,Q13616,1
P61964,Q13724,1
P62995,Q08170,0
O14678,P11230,0
O00499,Q92734,0
Q8WXH2,O15530,1
Q9NTG7,P00918,0
P51414,Q9SQH9,1
Q00059,Q02218,1
Q13033,P10636,0
Q96GG9,Q9BZZ5,1
Q96EP0,O14788,0
Q9H4L7,Q9UNE7,0
C0LGQ9,Q9LUL4,1
P41250,P36543,0
P46937,P23588,1
P40926,Q6VAB6,0
P25786,Q674X7,1
Q08495,P62070,0
Q8S944,Q24JJ9,1
Q940T9,F4I8R6,1
Q08379,Q13526,1
Q9NQW6,Q9NSE4,0
Q15287,P26368,1
Q9BWF3,Q14247,0
O75398,Q96NT1,0
Q8VWK0,Q9SSB4,1
Q39026,Q9C8P8,1
P08621,Q9UKV3,1
P19367,O95059,0
Q9LD40,Q8VZA1,1
Q8WYQ5,P46108,0
Q9UFN0,Q9H095,0
Q2M1Z3,Q9Y6H1,1
Q9FFD5,Q8LAZ7,1
O14818,P51149,1
Q9M1X5,Q8VY21,1
P43034,P18669,0
Q8LAS7,Q9LZW4,1
Q15714,Q53HL2,0
P78362,Q9H1K0,0
Q9SUS4,Q9LXV3,1
Q5BJF6,P19838,0
Q6VAB6,O75344,1
O43752,P52272,0
P11177,Q00059,1
P42794,Q93VT9,1
O00217,P49821,1
Q9ZV07,P43286,1
P51665,Q13561,1
Q92870,Q9UER7,1
Q9SRX7,Q9SKX8,1
Q9SY65,Q94C27,1
P98082,Q9UM54,1
Q9FTA2,Q9LQF0,1
Q9Y4P8,P62310,0
Q7Z7H8,P28340,0
Q96ST3,P46108,0
Q9M2J9,O04326,1
Q9C9F4,Q9LM84,1
O00499,Q96NL6,0
Q8TES7,P30566,1
Q39022,Q9FIH9,1
Q96TC7,Q9P2M7,0
P49597,O80920,1
P17600,P20936,1
P61289,Q96A57,0
Q9BVJ6,Q8TAF3,1
O94972,Q13501,1
Q96E11,P14373,1
Q14258,Q15007,1
Q9BZZ5,O60832,1
Q99816,Q92734,1
Q9NRI5,Q8IVW4,1
P46934,P17948,1
Q14258,O75477,1
Q9BXC9,Q9UPT5,1
Q7Z6J6,P56282,0
Q39070,Q9SZA4,1
Q13188,P13639,1
Q38838,O82794,1
P42226,P14866,0
Q9H0A6,Q96QH2,1
P34066,Q9LT08,1
Q6RW13,P08621,0
O43482,Q86Y13,1
Q9BXM7,Q9UKV3,1
Q99873,Q99436,0
O24412,O23708,1
P61026,P61970,1
Q9XIF4,Q9SID2,1
P04637,O00429,0
Q13435,Q96E11,0
Q96FK6,Q8IYB7,0
P14373,Q9UER7,1
Q7Z698,Q7Z699,1
P19838,P06733,1
Q9Y4P8,Q8TAF3,1
Q04724,P62979,0
P42696,Q68D10,1
P25705,P51572,1
P10721,P13569,0
Q9HC98,O43752,0
Q1PDV2,Q84TH4,1
Q13618,O75821,1
Q93052,Q9NTM9,0
Q9UNP9,Q12972,0
P57775,Q99627,1
Q9BQD3,Q15276,1
Q8NFZ5,Q96B97,1
O43676,Q9NY59,0
Q9M374,Q9M374,1
Q14240,Q13190,0
P53355,P13995,1
Q7XYY2,Q9SM27,1
Q0P6H9,Q9NRL3,0
P78362,P41567,0
Q13415,O00267,0
O75558,P24593,0
Q9H6T3,Q08426,0
P51414,Q9C9C6,1
P14174,Q9H5F2,0
P61026,Q9UM11,0
Q8N6T3,Q9NX18,0
O43663,Q9H4B6,0
Q8IZ69,O00559,0
P57078,P53621,1
Q9ZSZ8,Q17TI5,1
Q13546,Q9Y2J4,0
O43312,O95989,0
Q8TBB1,Q9BTA9,1
Q93015,P56192,0
Q96MT1,Q9UBN7,1
Q9H063,P55212,0
P51114,Q6YP21,0
Q9SKN5,Q9FKM7,1
P19367,Q08116,0
P61964,Q8NE71,1
Q9Y6M1,P62258,0
Q07352,Q9Y295,0
Q9UM54,P51991,1
Q86XR8,Q14596,0
P30050,P23528,0
Q53EZ4,P04629,0
Q9SRK6,Q08770,1
P63261,P30408,0
Q9NS56,Q92466,1
P33078,Q9XFM0,1
P26368,Q9BZE9,0
Q01844,Q68EM7,1
P23284,Q9C0J8,0
P62913,Q9BYD3,0
Q08298,O24456,1
Q6NNI3,Q9ZWS6,1
Q96T76,Q14181,1
Q71F23,Q86YC2,0
Q9H0A0,Q9Y6K9,0
Q9GZT6,Q9Y2R5,1
P10636,P36406,0
Q96GD3,Q16827,0
O00212,O14543,0
Q8VYK6,Q9FJA6,1
O60282,P62979,0
O60894,Q9UBN7,1
P40763,O60496,1
Q9NTK5,Q96BY9,0
C0LGL4,C0LGJ1,1
Q6ZRQ5,Q14566,1
O81148,Q9FHY0,1
Q9Y3L3,Q9Y2W2,1
P42684,P32970,0
P11413,Q9UH99,0
Q76MU0,P09669,0
P23381,O75131,0
Q14142,P09874,1
P20290,Q9UJW0,1
Q9Y2W2,P28290,0
P53041,Q13164,0
Q9LVQ0,O80397,1
Q92625,Q86T90,1
Q9P0L0,P51991,0
Q96PM5,Q86UY6,0
Q8L9S0,P92961,1
Q13838,Q8TAF3,1
Q15029,P52815,1
Q96P50,P46783,0
Q92734,O94979,1
Q9LKL2,Q9S7W5,1
Q96D71,P46108,1
P31483,Q9BW27,0
Q86XM6,P07305,0
O94827,Q9H422,0
O95900,Q96EH3,1
Q6XJG8,O24633,1
P41743,Q9BWG6,0
Q8WUB8,P45984,0
O75400,P26368,1
Q9P2K9,Q13263,0
Q15118,Q14258,0
Q9HDC9,Q9ULX9,0
Q9UI14,Q9NUL3,0
Q12905,Q3B820,0
Q9SCP9,Q9S9T7,1
Q9Y3A2,Q8WVV9,0
P56470,Q9H8M9,0
Q69YU3,Q6IQ23,1
O75398,Q9UJD7,0
P60228,Q9H7L9,0
O14640,O95149,0
Q6PGQ7,P19256,0
P36776,P58340,0
Q8TC92,Q96E40,0
O43542,Q13435,1
Q9LFS4,Q6R2J8,1
Q9SF29,P43286,1
P19174,Q96JN2,0
Q05397,Q92615,0
Q39024,Q93V58,1
Q8N205,Q12840,1
P84098,P34897,0
Q9Y297,O00212,0
P14678,P09012,1
Q13625,Q9NVC6,0
Q9FJN9,Q8VYW1,1
Q9FL62,Q84JM4,1
Q86UY6,P40939,0
P19838,Q00653,1
Q13885,P26885,0
Q12905,Q96K62,0
Q96TC7,Q8WWP7,1
P14678,P25445,0
P46286,Q9SRX2,1
O43572,P68400,1
P08240,Q8NDT9,0
P18847,P18848,0
Q9NRA8,P55209,0
Q9Y2I6,P05231,0
Q13825,P40926,1
Q99871,Q8N205,0
Q9SQI2,P43254,1
Q96SU4,Q96EV8,1
Q9H6L4,Q15056,0
P40429,Q96RR1,0
P08670,Q9GZM7,0
P46108,Q96GR4,0
Q6UVJ0,Q13418,0
P47999,Q39218,1
Q969H0,Q9C005,1
Q96EY7,P48357,0
P14314,P61604,0
Q9HCE1,P52272,1
Q9BYD3,Q9UNF1,0
O60237,Q9Y575,1
P51957,Q9P253,1
P49040,Q1EC66,1
Q3MHD2,Q9P258,0
P02647,P22061,1
O49279,Q9M1X5,1
P22234,Q6IAV4,0
Q9UGI0,Q15287,1
Q9UPT5,Q9NS23,0
O04719,Q9LDI3,1
Q9HA65,Q16594,0
Q15047,Q8TAF3,1
Q6NLY8,P42643,1
P62316,Q676U5,0
P29197,Q8LG77,1
Q00013,O43292,0
Q96ST8,Q14974,0
P51430,Q06611,1
P28324,Q13164,1
Q13227,Q05193,0
Q5T7N2,Q9BXW9,0
Q9Y2D8,Q6P2H3,1
Q8WVM8,Q9NQC3,0
P23497,Q9UPN9,1
Q84N34,Q9SJA2,1
Q9HA47,P46778,0
Q9NQZ2,O60313,1
O81058,Q9ZPE4,1
P27521,Q1EC66,1
Q969G6,Q8IVM0,0
Q14432,P50402,1
Q14247,Q68CZ6,0
Q9GZS0,Q13501,1
Q96A44,Q7Z3B4,1
O43390,O75330,0
P46639,P93751,1
P04406,Q08345,0
P61201,Q5W5X9,0
Q16621,Q9NRL3,0
Q9SIL6,Q9ZNT7,1
Q86VM9,Q9BQG0,1
Q9H8Y8,P34897,1
Q9FTA2,Q9SJ96,1
Q969H0,Q9BZF9,1
Q15393,Q6ZMZ3,0
Q9FFB7,Q9SV31,1
P51149,Q9P2Y5,1
P07910,O95661,0
Q92481,P48643,0
Q99959,P61289,0
Q93VT9,Q8VYF1,1
O60884,Q6ICP4,0
Q9P2R3,P55735,0
Q92905,P53992,1
Q14687,O00232,0
Q99615,Q9P0L0,0
P42644,P11035,1
Q13322,Q15020,1
Q00059,Q9NSE4,1
Q8N357,O00273,0
O95661,Q13200,1
P49802,P19174,1
Q9UI14,Q99759,0
O14976,Q92979,0
Q9NRI5,Q9Y6D9,0
C0LGF4,Q9SID2,1
Q15560,O43657,0
Q00987,O15294,0
Q9LIC6,Q9SJU9,1
Q9GZT8,Q16204,0
Q9ZUU0,Q9XGN1,1
O75674,O14964,1
O23379,Q9ZW96,1
O60282,Q9BTT6,0
O96024,O95084,0
O43255,O00560,0
Q92667,P54252,0
Q9UEU0,O00203,1
P24539,Q01970,1
Q8N5W9,Q6ZUH1,0
Q2HIM5,Q9SX98,1
P18848,Q93077,0
P56749,P13798,0
P04629,P06753,1
Q9C9L2,Q9C5X0,1
P51617,Q13191,0
Q8IX03,Q8TBC4,0
Q08379,O75821,1
P23381,Q9UBT2,1
Q9LVG2,O22781,1
P11169,Q02978,0
P09012,Q15464,0
C0LGT1,Q9S7I6,1
Q99623,Q7Z3B4,0
Q9BRK4,Q9UHD2,1
O14508,O60566,1
Q9UBF8,Q9GZT6,0
Q0P6H9,P61077,0
Q9ASS4,Q9FDX9,1
Q6FIE5,Q9UHF0,0
Q8ND90,Q12972,0
Q8NDX1,Q15036,1
Q8LPG9,A8R7E6,1
Q8N5V2,P07196,1
Q8IUD2,O00161,0
Q9LZF5,Q96291,1
P18669,O43390,0
Q9Y4P8,Q9GZN7,0
Q9C835,O80594,1
Q9BX40,P05154,0
Q9FLF0,Q9LK09,1
Q14764,O60610,0
Q8N7C3,Q9BQD3,1
Q9GZS3,P49888,0
Q96KP6,Q14566,1
Q9NR56,Q15287,0
O14964,Q13526,0
Q9M1U2,Q6DBP8,1
Q9FMV5,O23310,1
P11310,Q96AQ6,0
P28331,Q86Y07,0
Q3E7T8,Q9M2Z4,1
O95235,Q9UM54,1
Q01081,Q16543,0
Q9M1Z5,Q67XX3,1
P46934,P12956,0
Q969R8,O75558,0
Q9BYE7,Q9NS91,1
P17948,Q96PU5,1
P06858,Q13216,0
Q9BXR0,O75534,0
Q14258,Q14CX7,1
Q9UHF5,Q96AP0,0
Q9P2J2,Q96HL8,0
P18206,P33981,1
Q9Y5U8,P63167,0
Q2M1Z3,Q9Y3A2,0
Q9H0Q3,A1L0T0,0
Q570R7,Q8S3D2,1
